Gene_A,Gene_B
LMO4,KIAA1958
LMO4,BANP
LMO4,ZNF397
LMO4,NFKBID
LMO4,ZNF675
LMO4,MYOZ3
LMO4,TSEN15
LMO4,RBPMS
LMO4,EXOSC8
LMO4,BIRC7
LMO4,CCDC120
LMO4,L3MBTL3
LMO4,CEP170P1
LMO4,RBBP8
LMO4,PELO
LMO4,BBS2
LMO4,KRTAP3-1
LMO4,TRIM54
LMO4,TINAGL1
LMO4,KATNBL1
LMO4,ZMYND12
LMO4,RSPH6A
LMO4,ROPN1
LMO4,ARNT2
LMO4,ABI2
LMO4,RBAK
LMO4,TFIP11
LMO4,CRNN
LMO4,UBQLN2
LMO4,MID2
LMO4,RPS6KA6
LMO4,IKZF3
LMO4,LZTS1
LMO4,AMOTL2
LMO4,COG6
NUTF2,NUTF2
NUTF2,RAN
NUTF2,PFKP
NUTF2,TLE5
NUTF2,CAMK2G
NUTF2,LASP1
NUTF2,CLPP
NUTF2,CCDC158
NUTF2,TEX35
NUTF2,UBAP2
NUTF2,LCE1C
NUTF2,LCE5A
NUTF2,MRNIP
NUTF2,NUP54
NUTF2,KHDC4
NUTF2,YAF2
NUTF2,BEND7
NUTF2,CCDC150
NUTF2,MYOZ3
NUTF2,ZNF473
NUTF2,THAP3
NUTF2,LENG1
NUTF2,THAP11
NUTF2,PPP1R16A
NUTF2,ZMAT2
NUTF2,CCDC106
NUTF2,CHMP4A
NUTF2,KRTAP9-8
NUTF2,PBX4
NUTF2,SPRY4
NUTF2,SPATC1L
NUTF2,Q9HAF8
NUTF2,HMG20A
NUTF2,NRIP3
NUTF2,RPRD1B
NUTF2,BRWD1
NUTF2,CHCHD3
NUTF2,HMG20B
NUTF2,PHF11
NUTF2,FAM50B
NUTF2,LUC7L2
HNRNPK,HNRNPK
HNRNPK,GRB2
HNRNPK,UBE2I
HNRNPK,YBX1
HNRNPK,RNF4
HNRNPK,PRR3
HNRNPK,SMAD3
HNRNPK,SRSF3
HNRNPK,RBM10
HNRNPK,RBM3
HNRNPK,HNRNPU
HNRNPK,MDM2
HNRNPK,U2AF1
HNRNPK,KHDRBS1
HNRNPK,TLE5
HNRNPK,DHX9
HNRNPK,TARDBP
HNRNPK,HNRNPA0
HNRNPK,KLF1
HNRNPK,CIRBP
HNRNPK,HNRNPD
HNRNPK,RTP5
HNRNPK,PCBP1
HNRNPK,SF3B3
HNRNPK,RBMY1F|RBMY1J
HNRNPK,SF1
HNRNPK,ELAVL1
HNRNPK,ZNF792
HNRNPK,DALRD3
HNRNPK,C6ORF226
HNRNPK,GFI1B
HNRNPK,KHDRBS2
HNRNPK,ZNF385C
HNRNPK,IRGC
HNRNPK,FOXD4L3
HNRNPK,RBPMS2
HNRNPK,KCTD8
HNRNPK,TCF23
HNRNPK,MYPOP
HNRNPK,CARM1
HNRNPK,ZNF575
HNRNPK,RASAL3
HNRNPK,MISP
HNRNPK,MGC50722
HNRNPK,CCAR1
HNRNPK,ABI1
HNRNPK,CCDC33
HNRNPK,Q8N9J2
HNRNPK,CNNM3
HNRNPK,ZNF526
HNRNPK,HNRNPLL
HNRNPK,PRPF31
HNRNPK,JPH3
HNRNPK,CTNNBL1
HNRNPK,DOCK2
HNRNPK,DDX17
HNRNPK,CMTM5
HNRNPK,RBM41
HNRNPK,MARK4
HNRNPK,FBXL18
HNRNPK,YTHDC1
HNRNPK,QKI
HNRNPK,PRMT1
HNRNPK,DIDO1
HNRNPK,RBM42
HNRNPK,RAMAC
HNRNPK,RBM4
HNRNPK,SRRT
HNRNPK,SHANK3
HNRNPK,MRPL9
HNRNPK,ZNF408
HNRNPK,PELI2
HNRNPK,PGAP6
HNRNPK,NPDC1
HNRNPK,APOBEC3C
HNRNPK,FOXD4L1
HNRNPK,ETNK2
HNRNPK,TERF2IP
HNRNPK,ABI2
HNRNPK,ITSN2
HNRNPK,ATXN10
HNRNPK,RALY
HNRNPK,RPH3AL
HNRNPK,SPG7
HNRNPK,RASD1
HNRNPK,BTRC
HNRNPK,RBM7
HNRNPK,PCDHB14
YWHAG,YWHAG
YWHAG,YWHAE
YWHAG,RAB11A
YWHAG,H4C1|H4C2|H4C3|H4C4|H4C5|H4C6|H4C8|H4C9|H4C11|H4C12|H4C13|H4C14|H4C15|H4-16
YWHAG,RPL11
YWHAG,TRA2B
YWHAG,YWHAZ
YWHAG,IGBP1
YWHAG,MAP3K9
YWHAG,CDK17
YWHAG,SET
YWHAG,SP2
YWHAG,KIF23
YWHAG,ID2
YWHAG,HSF2
YWHAG,YWHAH
YWHAG,GABPB1
YWHAG,CGNL1
YWHAG,FOXO1
YWHAG,AKAP13
YWHAG,TIAM1
YWHAG,STRN3
YWHAG,BAGE
YWHAG,CHAF1A
YWHAG,PAK1
YWHAG,GRB10
YWHAG,PPIG
YWHAG,PRPF4B
YWHAG,SNW1
YWHAG,STIM1
YWHAG,TRA2A
YWHAG,DYRK1A
YWHAG,BAAT
YWHAG,SEPTIN6
YWHAG,ARHGEF7
YWHAG,ZMYM3
YWHAG,LBR
YWHAG,NOLC1
YWHAG,ACAP1
YWHAG,OXA1L
YWHAG,RABEP1
YWHAG,RNPS1
YWHAG,SF3B3
YWHAG,LTB4R
YWHAG,MAPK11
YWHAG,ZKSCAN8
YWHAG,STK11
YWHAG,VAMP3
YWHAG,PDCD2
YWHAG,NDUFA5
YWHAG,EML3
YWHAG,TMEM176B
YWHAG,RABL6
YWHAG,ZC2HC1C
YWHAG,NHSL2
YWHAG,KRBOX4
YWHAG,SAMD4B
YWHAG,LRRK2
YWHAG,PRPF38B
YWHAG,ARL6IP4
YWHAG,KIAA0930
YWHAG,PLB1
YWHAG,C16ORF87
YWHAG,LARP1
YWHAG,CRTC3
YWHAG,MPRIP
YWHAG,KIAA0408
YWHAG,RAB11FIP2
YWHAG,SH3BP5L
YWHAG,DENND4A
YWHAG,CLASP1
YWHAG,CENPV
YWHAG,PIP4P1
YWHAG,TBC1D1
YWHAG,PPFIBP1
YWHAG,RALGPS2
YWHAG,LSR
YWHAG,ERC1
YWHAG,FOXP4
YWHAG,ANKHD1
YWHAG,SRRM1
YWHAG,ZNF444
YWHAG,MICALL1
YWHAG,SYNPO
YWHAG,KCTD17
YWHAG,Q8N7T0
YWHAG,MRPL43
YWHAG,TMEM102
YWHAG,BANP
YWHAG,USP38
YWHAG,CCNY
YWHAG,ZNF248
YWHAG,SIMC1
YWHAG,PIK3C3
YWHAG,SHCBP1
YWHAG,RASSF8
YWHAG,CEP76
YWHAG,HDAC7
YWHAG,SNX33
YWHAG,TFAP2B
YWHAG,GBF1
YWHAG,TSC1
YWHAG,ANKS1A
YWHAG,HOXB13
YWHAG,COPS5
YWHAG,BAD
YWHAG,ARHGEF2
YWHAG,TMEM54
YWHAG,CCDC47
YWHAG,AKT1S1
YWHAG,GPRASP2
YWHAG,EDC3
YWHAG,IFT43
YWHAG,CEP95
YWHAG,SMARCD1
YWHAG,DDX27
YWHAG,MACIR
YWHAG,CCDC34
YWHAG,RCC1L
YWHAG,EPSTI1
YWHAG,CCDC74B
YWHAG,FRMD6
YWHAG,NEDD4L
YWHAG,CAMKK2
YWHAG,SRPK1
YWHAG,RMDN3
YWHAG,ATP6V0B
YWHAG,CDC5L
YWHAG,MPHOSPH9
YWHAG,TSNAX
YWHAG,SDHC
YWHAG,CIB1
YWHAG,ZFYVE21
YWHAG,PELO
YWHAG,TINF2
YWHAG,KRTAP3-1
YWHAG,PLA2G12A
YWHAG,NDEL1
YWHAG,CCDC90B
YWHAG,WWTR1
YWHAG,KLC2
YWHAG,RACGAP1
YWHAG,MAGEH1
YWHAG,LHX5
YWHAG,PNN
YWHAG,WNK1
YWHAG,OSBPL3
YWHAG,METTL7A
YWHAG,Q9HBH6
YWHAG,CENPJ
YWHAG,MSL2
YWHAG,ACOT13
YWHAG,LATS2
YWHAG,POT1
YWHAG,GPATCH2L
YWHAG,RMND1
YWHAG,CHCHD3
YWHAG,HOXC10
YWHAG,FAM53C
YWHAG,FAM13B
YWHAG,BCLAF1
YWHAG,WWOX
YWHAG,RAI14
YWHAG,SH3BP4
YWHAG,CGN
YWHAG,PI4KB
YWHAG,TJP2
YWHAG,PUF60
YWHAG,RABGEF1
YWHAG,GPR160
YWHAG,TRMT6
YWHAG,RIMS3
YWHAG,RASAL2
YWHAG,ACIN1
YWHAG,ZNF346
YWHAG,ZBTB21
YWHAG,RNF150
YWHAG,PRPF19
YWHAG,SYNPO2
YWHAG,POLI
YWHAG,SAMD4A
YWHAG,SRRM2
YWHAG,BAIAP2
YWHAG,LIPT1
YWHAG,EPB41L3
YWHAG,MAP3K2
YWHAG,THRAP3
YWHAG,LUC7L2
YWHAG,RIPOR2
YWHAG,IRS2
YWHAG,KLF12
YWHAG,RNF114
YWHAG,ASB1
YWHAG,SNX10
YWHAG,CFAP20
YWHAG,PIAS3
USP46,USP46
USP46,MAPK8IP2
USP46,WDR48
USP46,WDR20
RRAS2,RRAS2
RRAS2,SMAD3
RRAS2,ACVR1
RRAS2,TRAF2
RRAS2,RALGDS
RRAS2,SMAD4
RRAS2,RIN1
RRAS2,RGL3
RRAS2,HDAC7
RRAS2,PAWR
RRAS2,SMURF2
TIMM10,TIMM10
TIMM10,AGK
TIMM10,TBC1D21
TIMM10,CHCHD4
TIMM10,ZNF655
TIMM10,TIMM29
TIMM10,TIMM22
TIMM10,TIMM10B
TIMM10,TIMM9
RPS7,RPS8
RPS7,RPS15A
RPS7,RPS16
RPS7,RPS14
RPS7,RPS23
RPS7,RPS18
RPS7,RPS13
RPS7,RPS11
RPS7,RPS4X
RPS7,RPL23A
RPS7,RPS6
RPS7,RPL23
RPS7,UBE2D2
RPS7,RPS15
RPS7,RPS24
RPS7,RPS25
RPS7,RPS26
RPS7,RPL30
RPS7,RPL31
RPS7,RPL11
RPS7,RACK1
RPS7,RPL19
RPS7,MDM2
RPS7,RPL18A
RPS7,RPL6
RPS7,RPL18
RPS7,TSR1
RPS7,RPS27L
RPS7,CDC37L1
RPS7,RPL10L
RPS7,UBE2O
RPS7,UPF2
RPS7,NOP58
PPP1CA,PPP1CA
PPP1CA,PPP1CB
PPP1CA,CASC5
PPP1CA,PPP1R8
PPP1CA,TUSC3
PPP1CA,TP53BP2
PPP1CA,KANK1
PPP1CA,PPP1R7
PPP1CA,TPRN
PPP1CA,NOM1
PPP1CA,TOR1AIP1
PPP1CA,PPP1R15B
PPP1CA,PPP1R26
PPP1CA,CCDC181
PPP1CA,RIF1
PPP1CA,CDCA2
PPP1CA,PPP1R2B
PPP1CA,PPP1R18
PPP1CA,CNST
PPP1CA,AATK
PPP1CA,ZFYVE16
PPP1CA,PPP1R32
PPP1CA,SPRED1
PPP1CA,PPP1R27
PPP1CA,PPP1R3B
PPP1CA,LMTK2
PPP1CA,C9ORF75
PPP1CA,KNL1
PPP1CA,KIF18A
PPP1CA,SH3RF2
PPP1CA,PPP1R13L
PPP1CA,STAM
PPP1CA,GPKOW
PPP1CA,BAD
PPP1CA,TOE1
PPP1CA,PPP1R13B
PPP1CA,PHACTR3
PPP1CA,PPP1R10
PPP1CA,RANBP9
PPP1CA,CSRNP1
PPP1CA,PPP1R9B
PPP1CA,PPP1R16B
PPP1CA,CDC5L
PPP1CA,PHACTR1
PPP1CA,CSRNP2
PPP1CA,SYTL2
PPP1CA,HEYL
PPP1CA,PPP1R9A
PPP1CA,PLCL2
PPP1CA,PPP1R3C
PPP1CA,WBP11
PPP1CA,SNCAIP
PPP1CA,UPI000013F4A0
PPP1CA,UPI0000EE3EB3
PPP1CA,UPI0005D02BBB
PPP1CB,PPP1R8
PPP1CB,TP53BP2
PPP1CB,PPP1R7
PPP1CB,KANK2
PPP1CB,PPP1R2B
PPP1CB,SPRED1
PPP1CB,PPP1R27
PPP1CB,PPP1R3B
PPP1CB,NRAC
PPP1CB,PPP1R13L
PPP1CB,PPP1R16A
PPP1CB,PHACTR3
PPP1CB,CSRNP1
PPP1CB,PPP1R9B
PPP1CB,PPP1R16B
PPP1CB,SPATC1L
PPP1CB,CSRNP2
PPP1CB,SH2D4A
PPP1CB,SMURF1
PPP1CB,CHCHD3
PPP1CB,PPP1R3C
NCS1,NCS1
NCS1,CTAG1A|CTAG1B
NCS1,CREM
NCS1,CDSN
NCS1,SPRED2
NCS1,DTX2
NCS1,SFTPA2
NCS1,OXER1
NCS1,MIEF2
NCS1,ZC3H10
NCS1,CEP89
NCS1,C1QTNF2
NCS1,PRDM4
NCS1,SIGLEC9
PSMC1,PSMC5
PSMC1,PSMC6
PSMC1,PSMD2
PSMC1,FKBP8
PSMC1,PSMD6
PSMC1,JMJD1C
PSMC1,CCDC85B
PSMC1,ADRM1
PSMC1,PSMD5
PSMC1,Q59EG8
PSMC1,JMJD6
PSMC1,PSMA8
PSMC1,LNX1
PSMC1,ZBTB8A
PSMC1,PSMB7
PSMC1,PSMD1
PSMC1,PAAF1
PSMC1,PSMD13
PSMC1,MRPS16
PSMC1,TRAF6
PSMC1,UCHL5
PSMC1,PIAS3
PSMC5,PSMC6
PSMC5,ESRRG
PSMC5,PPARD
PSMC5,NR1H3
PSMC5,PSMD2
PSMC5,PDCL
PSMC5,BFSP2
PSMC5,HNF4G
PSMC5,NR1I3
PSMC5,PSMD6
PSMC5,KRT31
PSMC5,ADRM1
PSMC5,PSMD5
PSMC5,KRT40
PSMC5,KRT27
PSMC5,CFAP206
PSMC5,PSMA8
PSMC5,TEKT4
PSMC5,ESR2
PSMC5,RORB
PSMC5,SKA1
PSMC5,CCDC136
PSMC5,PSMB7
PSMC5,PSMD1
PSMC5,PAAF1
PSMC5,BACH2
PSMC5,TFIP11
PSMC5,PSMD13
PSMC5,TRAF6
PSMC5,UCHL5
RPS8,RPS15A
RPS8,RPS16
RPS8,RPS14
RPS8,RPS23
RPS8,RPS18
RPS8,RPS29
RPS8,RPS13
RPS8,RPS11
RPS8,RPL7A
RPS8,RPS4X
RPS8,RPL23A
RPS8,RPS6
RPS8,RPL23
RPS8,RPS24
RPS8,RPS25
RPS8,RPS26
RPS8,RPS28
RPS8,RPL30
RPS8,RPL31
RPS8,RPL10A
RPS8,RPL32
RPS8,RPL11
RPS8,RPL8
RPS8,RPS21
RPS8,RACK1
RPS8,EEF1A1
RPS8,RPL24
RPS8,RPL19
RPS8,HNRNPU
RPS8,RPL18A
RPS8,RPL6
RPS8,RPL18
RPS8,DLG2
RPS8,TSR1
RPS8,RPS27L
RPS8,DLG3
RPS8,RPL10L
RPS8,RPL36
RPS15A,RPS15A
RPS15A,RPS16
RPS15A,RPS14
RPS15A,RPS23
RPS15A,RPS18
RPS15A,RPS13
RPS15A,RPS11
RPS15A,RPL7A
RPS15A,RPS4X
RPS15A,RPL23A
RPS15A,RPS6
RPS15A,RPL23
RPS15A,RPS15
RPS15A,RPS24
RPS15A,RPS25
RPS15A,RPS26
RPS15A,RPL30
RPS15A,RPL31
RPS15A,RPL10A
RPS15A,RPL32
RPS15A,RPL11
RPS15A,RPL38
RPS15A,RPS21
RPS15A,RACK1
RPS15A,RPL24
RPS15A,RPL19
RPS15A,HNRNPU
RPS15A,PMP22
RPS15A,EWSR1
RPS15A,RPL18A
RPS15A,RPL6
RPS15A,RPL18
RPS15A,DDX39B
RPS15A,CDC37
RPS15A,GNL3
RPS15A,ELF5
RPS15A,RNF11
RPS16,RPS14
RPS16,RPS23
RPS16,RPS18
RPS16,RPS29
RPS16,RPS13
RPS16,RPS11
RPS16,RPL7A
RPS16,RPS4X
RPS16,RPL23A
RPS16,RPS6
RPS16,RPL23
RPS16,RPS15
RPS16,RPS24
RPS16,RPS25
RPS16,RPS26
RPS16,RPS28
RPS16,RPL30
RPS16,RPL31
RPS16,RPL10A
RPS16,RPL32
RPS16,RPL11
RPS16,RPL8
RPS16,RPS21
RPS16,RACK1
RPS16,RPL24
RPS16,RPL19
RPS16,HNRNPU
RPS16,RPL18A
RPS16,RPL6
RPS16,RPL18
RPS16,ESR2
RPS16,RIOK1
RPS16,RIOK2
RPS16,LYAR
RPS16,RPL36
UBE2G1,UBE2G1
UBE2G1,GNB2
UBE2G1,RBCK1
UBE2G1,SMURF2
UBE2G1,SH3GLB1
UBE2H,UBE2H
UBE2H,GNB2
UBE2H,RNF4
UBE2H,TLE5
UBE2H,GOLGA2
UBE2H,MKRN3
UBE2H,ZBTB17
UBE2H,BYSL
UBE2H,LRSAM1
UBE2H,BRAP
UBE2H,DZIP3
UBE2H,RNF113B
UBE2H,LNX2
UBE2H,RNF10
UBE2H,DTX3
UBE2H,MARCHF10
UBE2H,DTX3L
UBE2H,RNF139
UBE2H,RNF133
UBE2H,COPS5
UBE2H,RNF34
UBE2H,RNF166
UBE2H,MRPL38
UBE2H,RNF185
UBE2H,RNF2
UBE2H,TRIM56
UBE2H,TRAIP
UBE2H,TRIM5
UBE2H,TRIM2
UBE2H,RNF38
UBE2H,TRIM36
UBE2H,RNF146
UBE2H,RNF186
UBE2H,CBLC
UBE2H,RNF6
UBE2H,RNF114
UBE2H,TRIM17
UBE2H,FHOD1
YWHAE,YWHAE
YWHAE,YWHAZ
YWHAE,YWHAH
YWHAE,UBE3A
YWHAE,CGNL1
YWHAE,IRAG2
YWHAE,CHAF1A
YWHAE,MAP3K1
YWHAE,RIN1
YWHAE,LRRK2
YWHAE,RAP1GAP2
YWHAE,RAB11FIP2
YWHAE,RASAL3
YWHAE,CCDC125
YWHAE,ANKHD1
YWHAE,TBC1D3
YWHAE,KIAA0232
YWHAE,BAD
YWHAE,ACD
YWHAE,CEP95
YWHAE,MAP3K3
YWHAE,NDEL1
YWHAE,WWTR1
YWHAE,ENKD1
YWHAE,WNK1
YWHAE,MSL2
YWHAE,DISC1
YWHAE,POT1
YWHAE,FAM53C
YWHAE,FAM13B
YWHAE,SH3BP4
YWHAE,TLK1
YWHAE,HDAC9
YWHAE,EXO1
YWHAE,HDAC5
YWHAE,MAP3K2
RPS14,RPS23
RPS14,RPS18
RPS14,RPS29
RPS14,RPS13
RPS14,RPS11
RPS14,RPL7A
RPS14,RPS4X
RPS14,RPL23A
RPS14,RPS6
RPS14,RPL23
RPS14,RPS24
RPS14,RPS25
RPS14,RPS26
RPS14,RPS28
RPS14,RPL30
RPS14,RPL31
RPS14,RPL11
RPS14,RACK1
RPS14,EEF1A1
RPS14,RPL19
RPS14,HNRNPU
RPS14,RPL18A
RPS14,RPL6
RPS14,RPL18
RPS14,KRR1
RPS14,PEX6
RPS14,SMAD2
RPS14,TAF9
RPS14,RIOK1
RPS14,PNO1
RPS14,RLIM
RPS14,NOB1
RPS14,AK6
RPS23,RPS18
RPS23,RPS29
RPS23,RPS13
RPS23,RPS11
RPS23,RPL7A
RPS23,RPS4X
RPS23,RPL23A
RPS23,RPS6
RPS23,RPL23
RPS23,RPS15
RPS23,RPS24
RPS23,RPS25
RPS23,RPS26
RPS23,RPS28
RPS23,RPL30
RPS23,RPL31
RPS23,RPL10A
RPS23,RPL11
RPS23,RPL8
RPS23,RACK1
RPS23,EEF1A1
RPS23,RPL24
RPS23,RPL19
RPS23,RPL18A
RPS23,RPL6
RPS23,RPL18
RPS23,TSR1
RPS23,LRRC47
RPS23,OGFOD1
RPS23,EIF1AD
RPS23,UBE2W
RPS23,LTV1
RPS23,RIOK2
RPS18,RPS13
RPS18,RPS4X
RPS18,RPS6
RPS18,RPS15
RPS18,RPS25
RPS18,RPS26
RPS18,RACK1
RPS18,TSR1
RPS18,EIF1AD
RPS18,ESR2
RPS18,RIOK1
RPS18,RIOK2
RPS29,RPS13
RPS29,RPS15
RPS29,RACK1
RPS29,HNRNPU
RPS29,SMARCD1
RPS13,RPS11
RPS13,RPL7A
RPS13,RPS4X
RPS13,RPL23A
RPS13,RPS6
RPS13,RPL23
RPS13,RPS15
RPS13,RPS24
RPS13,RPS25
RPS13,RPS26
RPS13,RPS28
RPS13,RPL30
RPS13,RPL31
RPS13,RPL10A
RPS13,RPL11
RPS13,RPL8
RPS13,RPL38
RPS13,RPS21
RPS13,RACK1
RPS13,EEF1A1
RPS13,RPL24
RPS13,RPL19
RPS13,HNRNPU
RPS13,RPL18A
RPS13,RPL6
RPS13,RPL18
RPS13,RPS27L
RPS13,LRRC47
RPS13,ESR2
RPS13,RPL10L
RPS13,EIF3C
RPS11,RPL7A
RPS11,RPS4X
RPS11,RPL23A
RPS11,RPS6
RPS11,RPL23
RPS11,RPS24
RPS11,RPS25
RPS11,RPS26
RPS11,RPL30
RPS11,RPL31
RPS11,RPL10A
RPS11,RPL11
RPS11,RPS21
RPS11,RACK1
RPS11,EEF1A1
RPS11,RPL24
RPS11,RPL19
RPS11,HNRNPU
RPS11,RPL18A
RPS11,RPL6
RPS11,RPL18
RPS11,ESR2
RPS11,DUSP10
SNRPE,SNRPE
SNRPE,SNRPF
SNRPE,SNRPG
SNRPE,LSM3
SNRPE,SNRPD1
SNRPE,SNRPD2
SNRPE,SNRPD3
SNRPE,LSM11
SNRPE,PRPF8
SNRPE,SYMPK
SNRPE,PRKRIP1
SNRPE,LSM2
SNRPE,LSM5
SNRPE,LSM4
SNRPF,SNRPF
SNRPF,SNRPG
SNRPF,LSM3
SNRPF,LSM6
SNRPF,SNRPD1
SNRPF,SNRPD2
SNRPF,LSM11
SNRPF,SF3A3
SNRPF,SRSF5
SNRPF,IKZF1
SNRPF,LNX1
SNRPF,SYMPK
SNRPF,SRRT
SNRPF,OSBPL2
SNRPF,PRKRIP1
SNRPF,HOMER3
SNRPF,PUF60
SNRPF,LSM7
SNRPF,LSM5
SNRPG,LSM3
SNRPG,SNRPD3
SNRPG,TFF2
SNRPG,TLE1
SNRPG,GABPB1
SNRPG,FHL3
SNRPG,CRMP1
SNRPG,EFTUD2
SNRPG,SMN1|SMN2
SNRPG,C14ORF1
SNRPG,COPS6
SNRPG,NFATC2IP
SNRPG,SYMPK
SNRPG,DDIT4L
SNRPG,PRKRIP1
SNRPG,CEP126
SNRPG,ERG28
LSM3,LSM6
LSM3,SNRPD1
LSM3,SNRPD3
LSM3,YBX1
LSM3,EEF1A1
LSM3,XPC
LSM3,INCA1
LSM3,SF3B2
LSM3,THOC5
LSM3,KEAP1
LSM3,LSM12
LSM3,DLX4
LSM3,LSM10
LSM3,DDIT4L
LSM3,CEP95
LSM3,TEPSIN
LSM3,NACC1
LSM3,WDR77
LSM3,WDR83
LSM3,UTP14A
LSM3,XRN2
LSM3,TFIP11
LSM3,LSM7
LSM3,LSM2
LSM3,LSM5
LSM3,LSM4
LSM6,SNRPD2
LSM6,PATL1
LSM6,MCRS1
LSM6,LSM7
LSM6,LSM2
LSM6,LSM5
LSM6,LSM4
SNRPD1,SNRPD2
SNRPD1,SNRPD3
SNRPD1,U2AF1
SNRPD1,SF3A3
SNRPD1,EFTUD2
SNRPD1,SF3B3
SNRPD1,SF3A1
SNRPD1,SMN1|SMN2
SNRPD1,PRPF8
SNRPD1,CDC5L
SNRPD1,PRPF19
SNRPD2,SNRPD3
SNRPD2,DMTN
SNRPD2,SF3A3
SNRPD2,OS9
SNRPD2,SNW1
SNRPD2,SF3B3
SNRPD2,SMN1|SMN2
SNRPD2,SPANXN2
SNRPD2,PRPF8
SNRPD2,ZC3H18
SNRPD2,CEP70
SNRPD2,ZCCHC10
SNRPD2,KAT5
SNRPD2,CDC5L
SNRPD2,CINP
SNRPD2,PRPF19
SNRPD2,LSM2
SNRPD2,LUC7L2
SNRPD3,SNRPD3
SNRPD3,CASP8
SNRPD3,NR1I3
SNRPD3,EFTUD2
SNRPD3,CRY1
SNRPD3,PRPF8
SNRPD3,NTAQ1
SNRPD3,CDC5L
SNRPD3,LSM7
SNRPD3,CPSF3
SNRPD3,PPIE
BTG1,GRB2
BTG1,FADD
BTG1,TUBA1A
BTG1,PRMT1
BTG1,RNF181
BTG1,CNOT8
BTG1,CNOT7
TMSB4X,EEF1A1
TMSB4X,TLE1
TMSB4X,UNC119
TMSB4X,FHL3
TMSB4X,GRB7
TMSB4X,KRT31
TMSB4X,TRIP6
TMSB4X,SMN1|SMN2
TMSB4X,RIF1
TMSB4X,KRT40
TMSB4X,KRTAP8-1
TMSB4X,PNMA1
TMSB4X,UHMK1
TMSB4X,RBPMS
TMSB4X,IGSF21
TMSB4X,FAM118B
TMSB4X,TAF1D
TMSB4X,AKAP8L
TMSB4X,COG6
ARF6,ARF6
ARF6,KIF23
ARF6,ITSN1
ARF6,IQSEC1
ARF6,CYTH2
PSMC6,PSMC6
PSMC6,UBE2I
PSMC6,PSMD2
PSMC6,BYSL
PSMC6,GRIN2C
PSMC6,PSMD6
PSMC6,CCDC85B
PSMC6,ADRM1
PSMC6,PSMD5
PSMC6,CDC37
PSMC6,CYB5R2
PSMC6,CCDC146
PSMC6,C1ORF216
PSMC6,SMARCE1
PSMC6,PSMB7
PSMC6,PSMD1
PSMC6,PSMD13
PSMC6,UCHL5
SELENOT,HBB
SELENOT,Q14485
TBPL1,RAB35
TBPL1,Q5HY50
TBPL1,SLC35F6
TBPL1,DVL3
TBPL1,PTCD3
TBPL1,ABCF3
TBPL1,IRAK4
TBPL1,RNF11
TBPL1,LSM5
RPL7A,RPS4X
RPL7A,RPL23A
RPL7A,RPS6
RPL7A,RPL23
RPL7A,RPS25
RPL7A,RPS26
RPL7A,RPL30
RPL7A,RPL31
RPL7A,RPL10A
RPL7A,RPL32
RPL7A,RPL11
RPL7A,RPL8
RPL7A,RPL38
RPL7A,RACK1
RPL7A,EEF1A1
RPL7A,RPL24
RPL7A,RPL19
RPL7A,HNRNPU
RPL7A,RPL18A
RPL7A,RPL6
RPL7A,RPL18
RPL7A,ESR2
RPL7A,CCDC47
RPL7A,RPL10L
RPL7A,MKNK2
RPL7A,RPL36
POLR2G,POLR2G
POLR2G,TNNC1
POLR2G,HOXC5
POLR2G,NTRK2
POLR2G,BCL2L15
POLR2G,DUSP29
POLR2G,TRIM68
POLR2G,NOTCH2NLA
POLR2G,ZNF410
POLR2G,DDX54
POLR2G,TSEN15
POLR2G,C22ORF15
POLR2G,GPKOW
POLR2G,UPRT
POLR2G,CIB3
POLR2G,FNDC4
POLR2G,PARVG
POLR2G,MED4
POLR2G,MED29
POLR2G,CNTNAP2
POLR2G,OSGIN1
POLR2G,TRAPPC2L
RAB11A,RAB11A
RAB11A,RAB1A
RAB11A,GRB2
RAB11A,ITGB3BP
RAB11A,RAB11FIP1
RAB11A,ASCL4
RAB11A,RAB11FIP2
RAB11A,RAB11FIP4
RAB11A,RAB3IL1
RAB11A,PIK3R3
RAB11A,KAT2B
RAB11A,OPTN
RAB11A,DTNBP1
RAB11A,RCHY1
RAB11A,RAB3IP
RAB11A,RAB11FIP5
RAB11A,PI4KB
RAB11A,KLF15
RAB11A,MYO5B
RAB11A,ZNF232
RAB11A,MYO5A
ETF1,ETF1
ETF1,PSMD2
ETF1,KEAP1
ETF1,MLF2
ETF1,Q7KZX8
ETF1,GSPT2
ETF1,FKBPL
ETF1,CORO1C
ESRRG,ESRRG
ESRRG,REL
ESRRG,DEUP1
ESRRG,NUP160
ESRRG,PNRC1
ESRRG,ATM
ESRRG,EIF3I
ESRRG,CAMK2G
ESRRG,FASTK
ESRRG,EXOSC7
ESRRG,EBP
ESRRG,NR0B2
ESRRG,NCOA1
ESRRG,EFHC2
ESRRG,VAX1
ESRRG,MRM1
ESRRG,RINT1
ESRRG,ZNF438
ESRRG,BPHL
ESRRG,PPARGC1B
ESRRG,FAM9A
ESRRG,RBIS
ESRRG,CCDC33
ESRRG,ADCY4
ESRRG,SNIP1
ESRRG,PROX1
ESRRG,TRERF1
ESRRG,UBL7
ESRRG,KIFC3
ESRRG,C22ORF23
ESRRG,PNRC2
ESRRG,PPARGC1A
ESRRG,DAXX
CNBP,CASP8
CNBP,PABPC3
YPEL5,ZNF655
YPEL5,SHC3
YPEL5,DDIT4L
